brand,model,year,mileage_km,city,price,price_type,transmission,body_color,inside_color,body_status,engine_liter,link
تیگارد,تیگارد، X35 پلاس,2026,0,تهران / هروی,3800000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-zhyiwgt2-tigardmotor-x35plus-1.5literturbo-1405
کی ام سی,کی ام سی، SR3,2026,0,تهران / پونک,6780000000.0,installment,اتوماتیک,مشکی,-,بدون رنگ,1.6,https://bama.ir/car/detail-qhlp9xza-kmc-sr3-1.6liter-1405
فونیکس,فونیکس، تیگو 8 پرو,2023,95000,تهران / بهشتی,5080000000.0,lumpsum,اتوماتیک,سفید,مارون,بدون رنگ,1.6,https://bama.ir/car/detail-xlbi3c48-fownix-tiggo8pro-premium-1402
فونیکس,فونیکس، تیگو 8 پرو,2023,15000,تهران / بهشتی,5350000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-sq9gqnmf-fownix-tiggo8pro-premium-1402
فونیکس,فونیکس، تیگو 7 پرو مکس (F7 PRO MAX),2025,10000,تهران / زعفرانیه,5750000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-1lr3ig9o-fownix-tiggo7promax-1.6literturboawd-1404
تیگارد,تیگارد، X35 پلاس,2026,0,تهران / هروی,3800000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-6bgiruq5-tigardmotor-x35plus-1.5literturbo-1405
هیوندای,هیوندای، سوناتا,2025,0,مشهد / بلوار سجاد,10800000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-hbkpdoqk-hyundai-sonata-1.5literturbo-2025
نیسان,پیش فروش نیسان، قشقایی,2025,0,تهران / نارمک,3996000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-h4vxph6f-nissan-qashqai-2wdhonor-2025
اونترا,اونترا، U75 Plus,2025,0,تهران / شهرک غرب,6800000000.0,lumpsum,اتوماتیک,مشکی,موکا,بدون رنگ,2.0,https://bama.ir/car/detail-vt4s6nki-aventra-u75plus-2.0literturbo-1404
بنز,بنز، کلاس E,2017,70000,تهران / سعادت‌آباد,22500000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-qhy7tgwx-mercedesbenz-eclass-e200-2017
فیدلیتی,فیدلیتی، الیت,2025,0,تهران / سعادت‌آباد,8980000000.0,installment,اتوماتیک,مشکی,-,بدون رنگ,1.5,https://bama.ir/car/detail-bhxi4sav-fidelity-elite-7seater-1404
فولکس,فولکس، تیگوان L,2025,0,تهران / هروی,12850000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-40azddgm-volkswagen-tiguanprol-rline2wd-2025
فردا,فردا، 511,2025,0,تهران / میرداماد,2490000000.0,lumpsum,اتوماتیک,سفید صدفی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-sghqeprj-farda-511-1404
پژو,پژو، 206,2011,178000,تهران / توانیر,680000000.0,lumpsum,دنده ای,سفید,خاکستری,چند لکه رنگ,1.4,https://bama.ir/car/detail-nfspquvm-peugeot-206ir-type2-1390
فونیکس,فونیکس، تیگو 8 پرو مکس (F8 PRO MAX),2023,70000,اصفهان / شیخ بهایی,5900000000.0,lumpsum,اتوماتیک,مشکی,شتری,بدون رنگ,2.0,https://bama.ir/car/detail-xzjvgdqq-fownix-tiggo8promax-ie-1402
کوییک,کوییک، GXR,2025,7000,اصفهان / شیخ بهایی,1170000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-3x8xirsm-quick-gxr-lmt-1404
لکسوس,لکسوس، NX,2017,60000,اصفهان / شیخ بهایی,15000000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-gmeq3xha-lexus-nx-200tfsport-2017
جتا,جتا، VS7,2024,0,اصفهان / بزرگراه خلیج فارس ( مرق),7600000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.4,https://bama.ir/car/detail-5bpijgey-jetta-vs7-1.4liter-2024
کی ام سی,کی ام سی، J7,2025,0,تهران / سعادت‌آباد,6300000000.0,installment,اتوماتیک,سفید,-,بدون رنگ,1.5,https://bama.ir/car/detail-wzscb2nf-kmc-j7-1404
فردا,فردا، 511,2024,62000,تهران / میرداماد,1900000000.0,lumpsum,اتوماتیک,نقره ای,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-cax0cbnr-farda-511-1403
فیدلیتی,فیدلیتی، الیت,2025,0,شیراز / شهرک ایثار,5900000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-txlsre9n-fidelity-elite-7seater-1404
مزدا,مزدا، 3 وارداتی,2025,4500,تهران / تهرانپارس غربی,7000000000.0,lumpsum,اتوماتیک,خاکستری,مارون,بدون رنگ,2.0,https://bama.ir/car/detail-b2cvqdie-mazda-3-2.0literpremium-2025
هوندا,هوندا، HR-V eHEV,2024,0,تهران / هروی,7200000000.0,lumpsum,اتوماتیک,سفید صدفی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-norp7lf3-honda-hrvehev-1.5liter-2024
نیسان,نیسان، ماکسیما,2012,3000,تهران / سعادت‌آباد,7900000000.0,lumpsum,اتوماتیک,عنابی,کرم,بدون رنگ,3.0,https://bama.ir/car/detail-hr0fjxkq-nissan-maximair-at-1391
تویوتا,تویوتا، کرولا هیبرید,2025,0,تهران / تهرانپارس شرقی,5255000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.8,https://bama.ir/car/detail-oluuxk1e-toyota-corollahybrid-1.8liter-2025
فونیکس,فونیکس، تیگو 7 پرو مکس (F7 PRO MAX),2026,0,تهران / سعادت‌آباد,10980000000.0,installment,اتوماتیک,مشکی,-,بدون رنگ,1.6,https://bama.ir/car/detail-lcu5yirx-fownix-tiggo7promax-1.6literturboawd-1405
تویوتا,تویوتا، کرولا کراس هیبرید,2026,0,تهران / تهرانپارس,4200000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,2.0,https://bama.ir/car/detail-jxpsdnmk-toyota-corollacrosshybrid-2.0liter-2026
ب ام و,ب ام و، سری 2 گرن کوپه,2025,0,تهران / هروی,11800000000.0,lumpsum,اتوماتیک,سفید,قرمز,بدون رنگ,2.0,https://bama.ir/car/detail-m2sc5vqh-bmw-2seriesgrancoupe-225l-2025
چانگان,چانگان، UNI-T,2026,0,تهران / شریعتی,6570000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-depnfi7u-changan-unit-1.5literturbo-2026
نیسان,پیش فروش نیسان، قشقایی,2025,0,تهران / شریعتی,6980000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-cebog2h9-nissan-qashqai-2wdhonor-2025
فونیکس,فونیکس، آریزو 8 (Z8),2026,0,تهران / تهرانپارس,6850000000.0,lumpsum,اتوماتیک,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-xqk0rzi6-fownix-arrizo8-excellent-1405
فونیکس,فونیکس، آریزو 6 جی تی (Z6 GT),2026,0,تهران / سعادت‌آباد,8860000000.0,installment,اتوماتیک,مشکی,-,بدون رنگ,1.6,https://bama.ir/car/detail-qvukvilh-fownix-arrizo6gt-excellent-1405
نیسان,نیسان، جوک,2017,89000,تهران / قیطریه,4100000000.0,lumpsum,اتوماتیک,مشکی,مشکی,چند لکه رنگ,1.6,https://bama.ir/car/detail-dzach71x-nissan-juke-platinum-2017
کی ام سی,کی ام سی، T8,2025,2000,تهران / هروی,4900000000.0,lumpsum,دنده ای,قرمز,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-2db3wo8g-kmc-t8-1404
هایما,هایما، S7,2026,0,کرج / میدان سپاه ,6860000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-4l6uvsfw-haima-s7-1.5literturbopro-1405
سهند,سهند، S دنده ای,2026,0,کرج / میدان سپاه ,2240000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-rksbbiqx-sahand-smt-gasoline-1405
تارا,تارا، اتوماتیک V4,2026,0,کرج / میدان سپاه ,4120000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-jpxbve34-tara-automaticv4-lx-1405
اطلس,اطلس، دنده ای,2026,0,کرج / میدان سپاه ,2320000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-mzjxw3sw-atlas-g-gl-1405
کی ام سی,کی ام سی، T9,2024,3300,تهران / فرمانیه,6100000000.0,lumpsum,اتوماتیک,خاکستری,-,بدون رنگ,2.0,https://bama.ir/car/detail-bebvsd1r-kmc-t9-2literturbo-1403
ام جی,ام جی، GT,2024,0,تهران / هروی,5500000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-qv9ox6hz-mg-gt-2024
سمند,سمند، سورن,2026,0,کرج / میدان سپاه ,2560000000.0,installment,دنده ای,سفید,قرمز,بدون رنگ,1.8,https://bama.ir/car/detail-nvhucc5e-samand-soren-plusxu7p-1405
دنا,دنا، پلاس EF7P,2026,0,کرج / میدان سپاه ,4240000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-4qlhrlec-dena-plusef7p-6mt-1405
ساینا,ساینا، S,2026,0,کرج / میدان سپاه ,1920000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-zz6aroqf-saina-manuals-mtgas-1405
کی ام سی,کی ام سی، J7,2026,0,تهران / رسالت,6810000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-arfulwdb-kmc-j7-1405
کیا,کیا، سراتو,2015,250000,مشهد / هفت تیر,4400000000.0,lumpsum,اتوماتیک,سفید صدفی,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-dbq7copx-kia-cerato-2000-2015
هایما,هایما، 8S,2026,0,کرج / میدان سپاه ,7360000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-nunzldyp-haima-8s-1405
هایما,هایما، S5,2025,0,کرج / میدان سپاه ,6320000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-hnw7ab45-haima-s5-6at-1404
پژو,پژو، 207,2026,0,کرج / میدان سپاه ,2960000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-yeyz3ksg-peugeot-207-manualtu5p-1405
کوییک,کوییک، دنده ای S,2026,0,کرج / میدان سپاه ,1920000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-ng80rxul-quick-manuals-1405
شاهین,شاهین، G دنده ای,2026,0,کرج / میدان سپاه ,3040000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-nik0otye-shahin-g-1405
فیدلیتی,فیدلیتی، الیت,2026,0,کرج / میدان سپاه ,7680000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-jtpfsy0d-fidelity-elite-5seater-1405
زامیاد,زامیاد، اکستند EX,2026,0,کرج / میدان سپاه ,3040000000.0,installment,دنده ای,آبی,مشکی,بدون رنگ,2.4,https://bama.ir/car/detail-fbgoodsc-zamyad-extendex-cng-1405
فیدلیتی,فیدلیتی، پرستیژ,2026,0,کرج / میدان سپاه ,9600000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-hacydfpz-fidelity-prestige-5seater-1405
رنو,رنو، تندر 90,2018,4500,تهران / گیشا (کوی نصر),3290000000.0,lumpsum,اتوماتیک,سفید,طوسی,بدون رنگ,1.6,https://bama.ir/car/detail-jhdtlnii-renault-tondar90-plusat-1397
جک,جک، جی 4,2026,0,کرج / میدان سپاه ,3840000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-bq6vnxvm-jac-j4-1405
رانا,رانا، پلاس,2026,0,کرج / میدان سپاه ,2560000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-plwsyg7a-runna-plus-tu5plus-1405
هیوندای,هیوندای، سوناتا,2025,0,کرج / میدان سپاه ,14400000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-rd2niljt-hyundai-sonata-1.5literturbo-2025
ام وی ام,ام وی ام، X22 PRO,2025,0,کرج / میدان سپاه ,3840000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-rueo2fqt-mvm-x22pro-mt-1404
کی ام سی,کی ام سی، X5,2026,0,کرج / میدان سپاه ,6720000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-kgqli4az-kmc-x5-1.5literturbo-1405
تویوتا,تویوتا، راوفور,2025,0,تهران / تهرانپارس شرقی,12600000000.0,lumpsum,اتوماتیک,سفید,کرم,بدون رنگ,2.0,https://bama.ir/car/detail-afjtfoe7-toyota-rav4-2.0literawd-2025
لوکانو,لوکانو، L7,2026,0,کرج / میدان سپاه ,9960000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-ozxtv9vm-lucano-l7-1.6literturbo-1405
کی ام سی,کی ام سی، J7,2026,0,کرج / میدان سپاه ,7200000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-gfpjfz0s-kmc-j7-1405
دنا,دنا، پلاس EF7,2024,38000,مشهد / شهرک طالقانی,2150000000.0,lumpsum,دنده ای,سفید,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-ps5zgglu-dena-plus-turbo6mt-1403
سمند,سمند، سورن,2026,0,کرج / میدان سپاه ,3040000000.0,installment,دنده ای,سفید,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-z5gl8hyt-samand-soren-pluscng-1405
کی ام سی,کی ام سی، T9,2026,0,تهران / سعادت‌آباد,11897000000.0,installment,اتوماتیک,مشکی,-,بدون رنگ,2.0,https://bama.ir/car/detail-h3shwjgz-kmc-t9-2literturbo-1405
چانگان,چانگان، CS 35 پلاس,2024,0,کرج / میدان سپاه ,6400000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.4,https://bama.ir/car/detail-zvzud3bg-changan-cs35plus-type3-2024
کی ام سی,کی ام سی، ایگل,2026,0,کرج / میدان سپاه ,4000000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-o4jfx2wu-kmc-eagle-1.5liter-1405
بی وای دی,بی وای دی، سانگ پلاس DMi,2025,0,کرج / میدان سپاه ,13440000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-w6ljfj25-byd-songplusdmi-1.5liter-2025
پژو,پژو، 207,2026,0,تهران / رسالت,3766000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-fyd9mkae-peugeot-207-attu5p-1405
دنا,دنا، پلاس EF7,2026,0,تهران / رسالت,4126800000.0,installment,اتوماتیک,مشکی,مشکی,بدون رنگ,1.7,https://bama.ir/car/detail-ebqm612p-dena-plus-turboautomaticoptional-1405
پژو,پژو، 206,2008,156000,بجنورد,930000000.0,lumpsum,اتوماتیک,سفید,-,کاپوت تعویض,1.6,https://bama.ir/car/detail-5jwqusyc-peugeot-206ir-type6-1387
ریسپکت,ریسپکت، پرایم,2026,0,کرج / میدان سپاه ,5720000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-ruanx3ti-respect-prime-type2facelift-1405
چانگان,چانگان، CS 55 پلاس,2025,0,کرج / میدان سپاه ,8800000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-b6ys3sda-changan-cs55plus-1.5liter-2025
تیگارد,تیگارد، X35 پلاس,2026,0,کرج / میدان سپاه ,5280000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-2hygm0d1-tigardmotor-x35plus-1.5literturbo-1405
تویوتا,تویوتا، راوفور,2025,0,تهران / جلفا,10250000000.0,lumpsum,اتوماتیک,مشکی,مشکی,بدون رنگ,2.5,https://bama.ir/car/detail-2dxklbno-toyota-rav4-2.0literfwd-2025
سوزوکی,سوزوکی، سوییفت,2025,0,تهران / شهرآرا,4199000000.0,lumpsum,اتوماتیک,سفید,-,بدون رنگ,1.2,https://bama.ir/car/detail-km0taeif-suzuki-swift-1.2liter-2025
چانگان,چانگان، UNI-T,2026,0,کرج / میدان سپاه ,11040000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-7n4wfgr1-changan-unit-1.5literturbo-2026
مزدا,مزدا، 3 وارداتی,2025,0,کرج / میدان سپاه ,10860000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,2.0,https://bama.ir/car/detail-cfk8gar3-mazda-3-2.0literpremium-2025
نیسان,نیسان، سیلفی e-POWER,2025,0,کرج / میدان سپاه ,11200000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.2,https://bama.ir/car/detail-rglfhoyc-nissan-sylphyepower-plus-2025
تیگارد,تیگارد، تیسان S05,2026,0,کرج / میدان سپاه ,5600000000.0,installment,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-b4fcuree-tigardmotor-tissans05-1.5literturbo-1405
رانا,رانا، پلاس,2026,0,قم / بلوار 15 خرداد,1685000000.0,lumpsum,دنده ای,سفید,-,بدون رنگ,1.6,https://bama.ir/car/detail-36gbw8mr-runna-plus-tu5plus-1405
ام وی ام,ام وی ام، X77,2026,0,شیراز / قصرالدشت,4750000000.0,lumpsum,اتوماتیک,سفید,مشکی,بدون رنگ,1.5,https://bama.ir/car/detail-a83dgvti-mvm-x77-elite-1405
نیسان,نیسان، قشقایی,2025,0,شیراز / قصرالدشت,6900000000.0,lumpsum,اتوماتیک,سفید,مشکی,صافکاری بدون رنگ,2.0,https://bama.ir/car/detail-e9oceyv7-nissan-qashqai-2wdhonor-2025
تیگارد,تیگارد، تیسان S05,2026,0,شیراز / قصرالدشت,3800000000.0,lumpsum,اتوماتیک,مشکی,سفید,بدون رنگ,1.5,https://bama.ir/car/detail-blxg7uir-tigardmotor-tissans05-1.5literturbo-1405
هیوندای,هیوندای، النترا,2025,0,شیراز / قصرالدشت,5500000000.0,lumpsum,اتوماتیک,سفید,خاکستری,بدون رنگ,1.5,https://bama.ir/car/detail-bxc2guyo-hyundai-elantra-1.5liter-2025
تارا,تارا، اتوماتیک V4,2026,5000,تهران / دردشت,2440000000.0,lumpsum,اتوماتیک,تیتانیوم,مشکی,بدون رنگ,1.6,https://bama.ir/car/detail-in4gey3u-tara-automaticv4-lx-1405
